reservation_id,customer_id,reservation_type,price,reservation_date,city,reservation_start,reservation_end,car_category,room_category,bed_category,flight_departure_time,flight_arrival_time,departure_airport,arrival_airport
f7ad63e1-d7b7-4fdd-86d9-4db731128c0d,4252db95-618a-4a57-acc9-e0478ea7a806,Flight,$796.95,4/19/2022,,,,,,,8:47 AM,2:34 AM,HHZ,LAQ
4248a56f-d530-4043-aa54-97671ce5edd1,15f4283e-8e81-48b8-bad6-414ceb014f02,Hotel,$219.16,2/20/2023,Balucuc,10/16/2022,4/13/2022,,One Room,Two Doubles,,,,
b5d4e23b-f1a4-4ec4-99b6-d881c0e0fdf7,eaf838f3-a4de-47db-8c2f-364d3c39849a,Hotel,$548.09,2/11/2023,Novopokrovka,6/3/2022,2/8/2023,,One Room,King,,,,
573b75e8-e842-43a8-a944-6a4fada44c0b,756c8c3f-c3ed-4602-8ff9-7392792abaeb,Flight,$118.97,7/4/2022,,,,,,,11:28 PM,7:34 PM,SGL,BDP
1315b697-24ce-4b66-841f-a6df8d1a1c4a,c9ca977e-d153-443d-bc51-5fe21578657d,Car,$671.06,2/1/2023,Claveria,12/22/2022,1/22/2023,Compact,,,,,,
48a2fa45-0770-4601-a37d-dc29e2d6f7b4,d0480bf0-5037-4576-a17b-66ac1f648fe1,Flight,$154.90,2/5/2023,,,,,,,8:24 PM,2:50 AM,LSU,ESW
d82dccdb-6c74-4be2-9575-2415b7b3b509,45b0ab6f-0d94-457e-bd0b-7a302a720715,Car,$880.71,5/17/2022,Åmål,10/7/2022,6/19/2022,Midsize,,,,,,
0e328611-1b0c-42d2-bff4-928c9c32a197,634513dd-5fb7-4119-8af0-2fbe302ae8f3,Car,$535.42,7/20/2022,Beihe,8/29/2022,10/30/2022,Midsize,,,,,,
98cb562f-d5bc-457d-9813-9d91f4fa1aae,50f9b1a6-03cb-4e5b-b796-4a2a3f752412,Hotel,$677.79,8/10/2022,Parfino,7/13/2022,11/23/2022,,Suite,Two Doubles,,,,
e55f83f9-8b9c-4096-8b0b-5428c705e3d2,2d9ef04c-6abd-4499-bbee-ea1d6e888eb0,Flight,$305.00,11/24/2022,,,,,,,9:20 AM,8:24 PM,EBL,OGZ
0ce484ff-f787-4d92-bb45-417217be019d,d45ff140-809f-47d8-aa64-155da8e8ec0c,Hotel,$222.68,9/17/2022,Itoman,12/18/2022,4/3/2022,,One Room,Two Doubles,,,,
e8b7839d-184e-421e-91a3-d0fd7e4ffb31,d31577f9-ffb0-424a-8c5c-942e022a21ff,Car,$624.09,11/24/2022,Đắk Hà,9/1/2022,1/8/2023,Compact,,,,,,
37b0e01c-24e0-443d-b8be-6af9bffdbfb1,dee07297-1713-44c7-9e23-7bf42f22eb55,Car,$774.72,8/15/2022,Arıqıran,1/4/2023,2/14/2023,Compact,,,,,,
6ee732d7-bc10-471e-9632-ad9bd5f877d8,763410b2-443a-462c-915b-c55cd16fa9bf,Car,$947.22,8/23/2022,Hannō,12/19/2022,5/20/2022,Midsize,,,,,,
cb3406e1-c424-463f-882d-5ee19135643f,54308dc2-865c-4095-a994-b1addd415213,Car,$982.80,6/5/2022,Al Judayrah,4/19/2022,10/24/2022,Midsize,,,,,,
62a39edd-2c94-4fc2-b58f-b9ea295cd475,80bb9e05-1b9d-4ebf-8390-7cbee66ced78,Flight,$309.89,7/29/2022,,,,,,,4:07 AM,12:55 AM,MDQ,NDC
e8f079ef-39ee-4e1f-9d89-56994ab63b37,9e39c140-6550-431c-8506-9c0bdf86e6e2,Car,$932.84,12/19/2022,Dallas,9/13/2022,9/24/2022,Compact,,,,,,
7ca5fd20-a6ea-43d0-ad97-8a0f9a6d085d,85971ac1-3864-437d-91f7-7e34ae3ee9f7,Flight,$881.83,12/27/2022,,,,,,,2:50 AM,5:13 PM,PEK,GKE
ea7a79b2-5d4a-480a-91cb-484fb8914f52,8fa48256-fdf5-421b-917e-ed9e0fb140b6,Car,$406.72,11/24/2022,Thị Trấn Tủa Chùa,9/20/2022,10/9/2022,Midsize,,,,,,
f3230aab-6a18-473f-8fa7-df70aa7e51d1,9b8aa6d9-ee0e-454a-a1a8-0a9ff8d798ed,Hotel,$792.76,7/17/2022,Cibeureum,4/27/2022,1/14/2023,,Studio,Two Doubles,,,,
842fc7e0-4407-4e88-9de9-918f015fa67d,70bfe24e-8d0b-451e-9811-b3c6feb0acfd,Flight,$851.13,11/17/2022,,,,,,,5:42 PM,11:12 PM,EAB,FDE
c5f5e711-8f28-4975-a145-f0845dc508c1,6dc7519d-0cda-44c3-83b9-52d9332fefa2,Hotel,$452.57,12/19/2022,Stari Bohorodchany,11/24/2022,7/27/2022,,One Room,King,,,,
6326c259-6489-4b14-987c-f913d538f4b5,fbd59e40-77b4-4403-ac88-2de1576b0fc5,Flight,$761.60,5/22/2022,,,,,,,4:47 AM,2:46 PM,GDX,SJF
67692df1-a0f2-4e00-99c1-0e31aca04e27,483d9de5-0e45-4ace-b7d9-4a0adc249d79,Car,$852.09,3/15/2022,Huangyan,1/9/2023,10/4/2022,Midsize,,,,,,
aac798a5-f9ce-4862-adce-af1408abdb6f,731a334f-2532-4a6e-a750-3bceb60d9b01,Car,$972.52,8/26/2022,Corvite,9/17/2022,8/25/2022,Compact,,,,,,
07cf8a9b-75e9-4717-9d85-f672a5824834,66394ac3-cbeb-44b1-8933-8df224d91817,Hotel,$608.56,5/2/2022,Zaozerne,4/19/2022,4/26/2022,,Studio,Two Doubles,,,,
6c742c3a-a247-47a6-837a-a1b804404df5,1e915ee3-a85b-49c0-a64a-8fedfa4596e7,Car,$759.88,4/30/2022,Koina,2/15/2023,1/6/2023,SUV,,,,,,
e57c9a61-676d-4869-9723-81ac384642ce,1583c8c5-5029-4c7a-855c-b9e91bf2b913,Car,$652.38,2/12/2023,At Tibnī,5/9/2022,7/22/2022,SUV,,,,,,
429d5ba9-b409-42fb-b52c-f705c24d9f84,9ecdef2c-effe-4eb8-985f-de185b65c3ec,Flight,$353.42,6/14/2022,,,,,,,9:07 PM,7:22 AM,YND,IZA
ecf00a50-eea8-493d-8058-99b42deac4a7,35cfb0be-4d0f-4469-bf00-faa4b7afd122,Flight,$367.74,12/30/2022,,,,,,,6:40 AM,11:12 PM,BOR,DLL
64689667-712f-461e-a8c2-05da46b248c8,af85b409-9b10-4313-a566-a196d91d9021,Car,$179.48,4/2/2022,Yantak,11/10/2022,8/9/2022,Compact,,,,,,
05fb6841-470e-4e84-b4f8-7dd07265c5e3,fd05f02c-89d6-4278-bc74-48aeeaf4cf23,Car,$942.55,4/19/2022,Changzheng,9/19/2022,7/6/2022,Midsize,,,,,,
31208b13-0b14-4751-b9f6-7ab43361f93c,fd581e85-6935-4988-b4ef-5c62c3932709,Hotel,$366.46,9/10/2022,Ruteng,5/14/2022,12/7/2022,,Suite,Two Doubles,,,,
b285a6c6-3c2b-4213-bb9d-2acbdfa6f5a2,997cc51a-556a-403d-b92d-79eda968253d,Hotel,$780.34,10/3/2022,Dongqu,1/6/2023,9/16/2022,,Suite,Two Doubles,,,,
c1f9d035-b415-4459-be69-1861ee2a8add,bcc41d75-2c5b-4015-a060-62021bd375b2,Flight,$914.96,12/3/2022,,,,,,,7:27 AM,4:23 PM,IPU,LFR
a93b1163-20ef-4b7f-8b0c-dbbe22f599fd,0eea8264-ce61-4cf5-85ba-cf8ba16ab54a,Flight,$549.30,12/11/2022,,,,,,,3:15 PM,10:08 PM,MAM,VIY
fa871cea-ee9a-426d-ae0a-8d567917ee51,fe29f46f-3dab-444a-80aa-859d4991b436,Car,$647.41,10/14/2022,Libmanan,8/31/2022,12/8/2022,SUV,,,,,,
cc50a3c0-29fe-4b70-ac1f-bebef4e05354,37b91129-8ba1-4622-a267-f879a8322cb5,Flight,$646.17,1/4/2023,,,,,,,6:38 AM,8:53 PM,HAO,WGB
6ea20afc-230c-4e25-859c-e619a5b93b2e,760ee222-30fa-40de-a088-5c16be30fba0,Car,$387.09,4/27/2022,Umeå,7/24/2022,4/23/2022,Midsize,,,,,,
101ac97a-85df-4079-84ae-e1674eebf0fd,34604751-18f5-4b2d-b410-ee2f71d71ff2,Hotel,$819.44,10/19/2022,Yuquan,5/13/2022,12/14/2022,,Suite,King,,,,
314e2cd1-9a09-4cf2-bc57-d95a0ff5cdab,9199e26d-b263-407f-be56-4bd40c2c20f1,Hotel,$778.73,8/5/2022,Hvozdná,11/12/2022,1/12/2023,,Studio,King,,,,
d30b43bf-c4e9-4d07-b8b3-fdf98e55b773,cc7abd55-6e0d-4c35-878d-1d1b5d8886e5,Car,$708.66,3/8/2022,Kawaguchi,10/2/2022,11/27/2022,SUV,,,,,,
5a0e31af-c45a-4d06-b0e5-c70da6730f16,53b6ddda-8405-4e80-a2dd-4ea65bbcec85,Car,$697.15,5/19/2022,Gangkoujie,9/12/2022,7/17/2022,SUV,,,,,,
dfa3198a-e363-4287-9423-0bebcbe0b557,2e219b95-dd68-4344-bcaa-3145990a29b9,Hotel,$620.94,6/25/2022,Zaokskiy,5/9/2022,8/11/2022,,Studio,Two Doubles,,,,
46889e86-e7dc-4859-9e78-fa50cabba2e0,76a29f95-9201-4ff1-81db-8b94d19e085d,Flight,$981.16,2/25/2022,,,,,,,4:38 PM,4:19 AM,PBG,LEX
e84a5a89-5928-4928-8b4b-a8503bd189e1,910d9259-ffad-4985-88d5-4d193918f2ea,Car,$293.00,8/26/2022,Pryazha,10/10/2022,6/19/2022,Midsize,,,,,,
5e6e1511-d142-47e4-83a2-f4223ff9e6c3,0e556963-983a-4566-9379-30fa99eda1a0,Car,$880.61,11/6/2022,Lubei,1/11/2023,6/27/2022,SUV,,,,,,
b6dbe8b0-6874-4c24-92bd-6b1df7762272,7041251a-2584-4c88-912e-b596f7eaa8eb,Flight,$273.68,1/9/2023,,,,,,,4:18 AM,11:04 PM,ZVG,YLC
657c9c45-dec1-4984-a27c-68e9ffd14006,680e0f63-4a36-44bb-b4b6-66c2817b2fdf,Flight,$540.56,7/24/2022,,,,,,,9:42 PM,11:34 AM,ANJ,APB
2d04794c-9747-4995-b9e8-655d6fc7d00f,a8d58eee-e21d-497b-b24d-a99919b642a9,Flight,$923.21,3/2/2022,,,,,,,3:37 AM,6:32 PM,FPY,AUX
c5a3c426-84ba-418a-8a5a-b317ed6031f8,dc507430-e2f2-453b-bbe5-39b0ea91b3a1,Hotel,$308.07,3/19/2022,Cacequi,9/1/2022,9/24/2022,,One Room,King,,,,
d49c94c6-d3e7-488b-8c22-91bc6ac44655,5884f5b4-ba6d-4920-997e-cc3666e10291,Hotel,$487.62,10/24/2022,Mungo,2/28/2022,5/22/2022,,Suite,King,,,,
4bf8712d-7918-43b6-b132-2b01ab4f814e,e2ff32b3-6eba-4bce-adad-bd2454992bac,Hotel,$679.67,11/14/2022,Easington,2/10/2023,2/8/2023,,One Room,Two Doubles,,,,
69f14e06-b6bc-44f5-8c41-9464bbe95bcb,6950f995-b5fb-4181-a848-9e359b3169b1,Flight,$532.64,11/1/2022,,,,,,,2:26 AM,11:46 AM,LKP,YKZ
975fed4c-0110-448e-b0a3-1d380c404601,beba0d29-64e5-47c8-84db-5a3e363444d5,Flight,$423.42,1/15/2023,,,,,,,7:59 PM,12:46 PM,RKI,TPA
bd24dddc-fa76-4fea-a6d8-1b976fb8b5e4,30c9188f-0060-40c3-88c7-b6754b383272,Hotel,$871.91,9/11/2022,Xiaping,1/21/2023,3/7/2022,,Studio,King,,,,
8c83cd33-b6c3-4970-a95d-52e0bcee0776,3ff5aa1b-cc40-4472-be6f-9f758d212fbf,Flight,$993.02,3/13/2022,,,,,,,1:55 PM,6:34 AM,ZND,SWC
22293311-961d-4cc6-80e0-8aeb9be40374,d57aaddf-637b-4941-9d02-a5d2c1ba2164,Flight,$852.22,7/10/2022,,,,,,,7:49 PM,11:33 PM,QID,HAH
bc6e0aad-6b4e-4621-a283-71cd74f1d2f8,fbdec20e-e19a-427f-a6b7-21aec8ed6122,Flight,$432.22,6/7/2022,,,,,,,10:37 AM,10:54 AM,NRB,PAG
536b5d6d-b79b-4b6d-82bf-4b7060a5bed9,6a633c36-7da6-4c0d-bd9f-becb125dfe51,Car,$721.35,4/4/2022,Stockholm,5/31/2022,4/16/2022,Midsize,,,,,,
8411a23a-f4a6-4f94-aa82-44098812ec9c,d855fcd3-321c-4439-8f2f-8bc235515874,Hotel,$528.30,7/22/2022,Guling,12/23/2022,1/23/2023,,Studio,King,,,,
c951624a-4ec2-4dab-8696-74e736f362fd,a3be2de7-9223-49b5-8451-e6a7b186b38c,Car,$445.26,12/14/2022,Dokshytsy,11/17/2022,10/3/2022,Midsize,,,,,,
9cbd42da-58a7-440e-8101-ea69d965f82b,a0a01c1f-f21f-48ff-8732-6bab9d58517f,Flight,$794.56,11/14/2022,,,,,,,2:35 AM,8:54 PM,KCM,LDV
897ed5f5-d22e-4d4d-a646-9fd078b548bc,edc4371c-1f75-40b1-8a0e-bdc118dbda9e,Flight,$762.46,6/16/2022,,,,,,,6:51 AM,5:01 AM,HLN,BUU
2402f30d-2a9c-4568-a2e6-9d65b998c395,3a9caba4-84f6-4428-8d05-100ebc7d2feb,Hotel,$338.35,9/25/2022,Cawayan Bugtong,2/5/2023,7/20/2022,,Suite,Two Doubles,,,,
dfc13417-5cda-47ac-a217-ffaa093173ed,52f77564-6414-4c45-a8ea-a944d3c70164,Car,$475.87,5/21/2022,Bile,7/10/2022,10/30/2022,Compact,,,,,,
86283477-d451-4828-bbc9-bbaa35e71fc6,8af664bf-16c0-4637-98ec-e646febae8e6,Car,$218.03,7/9/2022,Navotas,2/26/2022,8/9/2022,Midsize,,,,,,
20fb6a09-dd71-46e9-99bc-576b664efd55,ae7502fb-59d6-4f9d-82d8-8ce65d299e8a,Hotel,$650.04,7/31/2022,Quận Phú Nhuận,4/22/2022,8/28/2022,,Suite,King,,,,
1473f6b4-1e36-4c3f-bc37-682efa31f216,4bb966f3-5eac-477e-9097-e43a455bebde,Flight,$962.02,4/5/2022,,,,,,,12:59 PM,4:25 PM,0,DUF
69688972-af61-4772-be04-a7ed74147fb9,c27011de-48bb-4059-8fd8-9a7ef1bbbd19,Flight,$711.08,4/12/2022,,,,,,,10:30 PM,3:11 AM,RZA,BXJ
9c338408-8e9f-45f3-9c00-741258a837da,728f853a-244d-406d-91d5-eefc0dcc5d36,Hotel,$595.09,10/8/2022,Taipingying,3/2/2022,2/23/2022,,One Room,Two Doubles,,,,
962eb9e9-896d-4e94-9a5b-af1c55ea47f1,bad67bb7-04a4-4a7d-9847-41639eec8114,Car,$236.06,12/31/2022,Chilecito,11/16/2022,3/16/2022,SUV,,,,,,
b05eade3-cece-457f-aa40-91577a3453e3,f939664e-70aa-444c-993d-0e365c027217,Flight,$363.71,3/27/2022,,,,,,,9:52 AM,9:47 PM,WGY,CKL
c660ae89-4c98-41db-b39d-7ea0a5a2e289,e6cfc187-eba7-49ff-8d2a-fb169f774ae5,Hotel,$206.83,11/7/2022,Sousa,6/3/2022,3/6/2022,,Suite,Two Doubles,,,,
7145be51-1cda-411a-a46d-cd7e20dcdca3,123ff6d5-f45b-4e1f-8546-711ee7e14bc4,Flight,$199.27,12/23/2022,,,,,,,11:33 PM,3:17 AM,MQJ,TRE
7da74b7b-98c2-4e2a-94cb-52ad7c4fb500,c5d84ccb-e341-427e-baf9-ff482708c049,Hotel,$754.27,8/30/2022,Potrerillos Arriba,5/22/2022,4/11/2022,,Suite,Two Doubles,,,,
6a5621cf-1794-4bde-a316-20d08682edea,136a81a2-86b0-45e9-9f20-1e1b3bb1000e,Flight,$238.18,5/2/2022,,,,,,,5:40 PM,4:50 AM,ERF,OPA
8cadbbe4-0882-4db2-829f-af23d907e41e,ba3a890e-ab15-4500-b800-e599f4f52240,Car,$218.46,5/25/2022,Pisz,4/22/2022,8/16/2022,SUV,,,,,,
232af484-0cf4-4d41-80ea-846f7342dd2b,be6c2b23-c486-4156-9ed2-78c407a1b538,Hotel,$408.76,3/8/2022,Obubra,6/18/2022,8/8/2022,,One Room,Two Doubles,,,,
9b993d63-41eb-4e52-b5ee-9b1efaaced86,f8887485-af83-4b01-8a7b-bb3fa92e15a2,Hotel,$239.38,7/26/2022,Costa Sacate,2/27/2022,11/7/2022,,Suite,Two Doubles,,,,
14a0fe5a-8951-4ede-9e0e-d0f15314dd8a,8f8ad772-cb24-4d83-a742-0002d888f7f7,Car,$142.43,6/4/2022,Saposoa,1/22/2023,1/8/2023,Compact,,,,,,
f09c7e9a-0fdd-49be-9a5f-78592ca18249,d58fb507-3468-443e-be78-e594c23b7a97,Flight,$904.59,8/24/2022,,,,,,,5:05 PM,1:55 AM,LSU,RUI
1b3d6a8a-8098-41c2-a453-64bc533c2802,49bee247-ea74-4326-8872-f722849459d7,Hotel,$824.70,4/3/2022,Sydney,7/30/2022,3/20/2022,,Suite,King,,,,
effcad3f-3c10-4f3d-979a-7eac7e7c3a86,703f4c53-8c3f-45b5-bc04-d93297657ef3,Flight,$661.71,3/30/2022,,,,,,,4:50 PM,3:26 AM,BGQ,YQT
5cef08e9-913a-46ca-8a04-accdafc3e4e0,b6db544c-b595-4e3d-b73c-0216e81670e1,Car,$397.34,12/25/2022,San Antonio,7/26/2022,5/29/2022,SUV,,,,,,
c14886c7-8673-463a-8f96-c74d10ddaf5a,df01f637-9de1-4d8b-aa2b-d9f23d0ab417,Flight,$906.94,5/4/2022,,,,,,,1:08 PM,9:11 PM,NOG,KUP
9be6e367-986f-43d1-938f-3f4474947842,0b5034e3-c8cc-4e69-9a04-0bd78ef45932,Car,$985.11,12/27/2022,Krajan,1/28/2023,6/29/2022,Midsize,,,,,,
33d4e9cb-b993-47c7-986d-36ae15daac5a,9860e535-1471-4beb-b06e-c5d588ec6005,Flight,$744.60,11/22/2022,,,,,,,11:36 AM,1:40 AM,OIC,RKO
8ee42e0c-917c-4467-8523-a16e93801367,1904b251-f08d-4d8a-8099-4a5b706456c8,Flight,$710.11,2/14/2023,,,,,,,12:41 AM,7:00 AM,ECI,MOM
faf30e5e-9622-4fce-9328-fb0485569ef1,2aadd8b8-c308-4049-919f-07b95987b8ac,Car,$794.05,3/14/2022,Chợ Mới,7/15/2022,4/21/2022,SUV,,,,,,
ba2b982f-e993-4577-85cb-6b9b5c0266b7,9a01ba7a-9572-4f0a-9dae-830653c26d91,Flight,$176.29,3/24/2022,,,,,,,3:48 AM,7:49 PM,ISD,RHV
f65dfce7-2bde-4d0e-9adf-cdb78957168f,b3b54c1b-f2dc-4ee2-b87b-ba8b69d10be4,Flight,$856.84,1/16/2023,,,,,,,8:02 PM,11:05 PM,BZN,YHN
aab73a07-a059-4aae-9352-b3767d3a2ca6,45eb2003-e0c9-4930-9f38-2a382d1c7426,Car,$376.21,7/29/2022,Itarana,3/18/2022,11/28/2022,Compact,,,,,,
71866192-29d2-4892-b39d-3ca51c1cd37e,d19485de-ab64-49c2-921b-02acd48bfe16,Car,$760.53,6/9/2022,Sergiyev Posad,9/25/2022,6/20/2022,Compact,,,,,,
44406ab9-c00d-4f86-919e-de5940d58d2b,208adf47-8f52-4888-99d3-a36bb06e8527,Flight,$645.78,1/10/2023,,,,,,,5:27 AM,2:44 PM,APX,LTX
108aacd5-bd17-4820-bf72-7605e65c1caf,a2d41130-654f-43a6-a367-917945a21a29,Flight,$336.33,3/1/2022,,,,,,,5:25 PM,1:20 AM,TRU,SDX
